ID,Gene title,Gene symbol,Platform_ORF
629,tyrosine/serine/threonine protein phosphatase PPS1,PPS1,YBR276C
630,Rsc9p,RSC9,YML127W
631,Ebs1p,EBS1,YDR206W
632,Est2p,EST2,YLR318W
633,ESCRT-0 subunit protein VPS27,VPS27,YNR006W
634,chromatin modification protein,TAF5,YBR198C
635,phosphopantothenoylcysteine decarboxylase complex subunit SIS2,SIS2,YKR072C
636,Frt1p,FRT1,YOR324C
637,Rrt6p,RRT6,YGL146C
639,hypothetical protein,YOR019W,YOR019W
640,threonine synthase THR4,THR4,YCR053W
641,phenylalanine--tRNA ligase subunit beta,FRS1,YLR060W
642,Nip100p,NIP100,YPL174C
643,ethanolamine-phosphate cytidylyltransferase,ECT1,YGR007W
644,protein phosphatase regulator SHP1,SHP1,YBL058W
645,Arp8p,ARP8,YOR141C
646,Uga4p,UGA4,YDL210W
647,H(+)-transporting V0 sector ATPase subunit d,VMA6,YLR447C
648,putative tRNA 4-demethylwyosine synthase,TYW1,YPL207W
650,Pat1p,PAT1,YCR077C
651,guanine nucleotide exchange factor MUK1,MUK1,YPL070W
652,homoaconitate hydratase LYS4,LYS4,YDR234W
653,Stb4p,STB4,YMR019W
654,Golgi transport complex subunit COG4,COG4,YPR105C
655,Rrm3p,RRM3,YHR031C
656,Ehd3p,EHD3,YDR036C
657,NADP-dependent alcohol dehydrogenase,ADH6,YMR318C
658,Mrx4p,MRX4,YPL168W
659,1-acylglycerol-3-phosphate O-acyltransferase SLC1,SLC1,YDL052C
660,Rna15p,RNA15,YGL044C
661,Aqy1p,AQY1,YPR192W
662,phosphoglycerate mutase family protein GPM3,GPM3,YOL056W
663,dihydrolipoyllysine-residue acetyltransferase,LAT1,YNL071W
664,hypothetical protein,YLR257W,YLR257W
666,Bub2p,BUB2,YMR055C
667,S-adenosylmethionine-dependent methyltransferase,MTQ1,YNL063W
668,Srb5p,SRB5,YGR104C
669,Bni5p,BNI5,YNL166C
670,replication factor C subunit 4,RFC4,YOL094C
671,hypothetical protein,YGL081W,YGL081W
672,Dcc1p,DCC1,YCL016C
673,putative mRNA-binding protein CTH1,CTH1,YDR151C
674,Sol1p,SOL1,YNR034W
675,glycerol-3-phosphate dehydrogenase (NAD(+)) GPD2,GPD2,YOL059W
676,Nvj1p,NVJ1,YHR195W
677,"ditrans,polycis-polyprenyl diphosphate synthase",RER2,YBR002C
678,spermine synthase,SPE4,YLR146C
679,cytochrome-b5 reductase,PGA3,YML125C
680,21S rRNA (uridine2791-2'-O) methyltransferase,MRM2,YGL136C
681,Svs1p,SVS1,YPL163C
682,tRNA(adenine34) deaminase,TAD2,YJL035C
683,Yhc1p,YHC1,YLR298C
684,telomerase inhibitor,PXR1,YGR280C
685,protein AIM2,AIM2,YAL049C
686,Rim8p,RIM8,YGL046W
687,tRNA (carboxymethyluridine(34)-5-O)-methyltransferase,TRM9,YML014W
688,Nbp2p,NBP2,YDR162C
689,Prp11p,PRP11,YDL043C
690,Bud13p,BUD13,YGL174W
691,methylthioribulose 1-phosphate dehydratase MDE1,MDE1,YJR024C
692,mitochondrial 54S ribosomal protein YmL24/YmL14,MRPL24,YMR193W
693,Eaf5p,EAF5,YEL018W
694,hypothetical protein,YLR046C,YLR046C
695,Tda4p,TDA4,YJR116W
696,ERMES complex subunit MDM12,MDM12,YOL009C
697,phosphoadenylyl-sulfate reductase (thioredoxin),MET16,YPR167C
698,Rab family GTPase YPT31,YPT31,YER031C
699,mitochondrial 54S ribosomal protein YmL13,MRPL13,YKR006C
700,putative ribosome biosynthesis protein GDT1,GDT1,YBR187W
701,holo-[acyl-carrier-protein] synthase,LYS5,YGL154C
703,Nyv1p,NYV1,YLR093C
704,hypothetical protein,YPL199C,YPL199C
705,Tho1p,THO1,YER063W
706,hypothetical protein,YLR407W,YLR407W
707,Sft2p,SFT2,YBL102W
708,Zim17p,ZIM17,YNL310C
709,proteasome core particle subunit beta 1,PRE3,YJL001W
710,Shu2p,SHU2,YDR078C
711,DNA-directed RNA polymerase I subunit RPA34,RPA34,YJL148W
712,hypothetical protein,YCR051W,YCR051W
713,peptidylprolyl isomerase CPR2,CPR2,YHR057C
714,Erp4p,ERP4,YOR016C
715,dihydrofolate reductase,DFR1,YOR236W
716,Rab family GTPase SEC4,SEC4,YFL005W
717,Irc18p,IRC18,YJL037W
718,Syf2p,SYF2,YGR129W
719,Atg33p,ATG33,YLR356W
721,hypothetical protein,YER079W,YER079W
722,putative haloacid dehalogenase-like hydrolase,YOR131C,YOR131C
723,flavin-dependent quinone reductase,LOT6,YLR011W
724,Ran GTPase GSP1,GSP1,YLR293C
725,Rho family GTPase RHO1,RHO1,YPR165W
726,Far7p,FAR7,YFR008W
727,DNA-directed RNA polymerase III subunit RPC25,RPC25,YKL144C
728,ubiquinone-binding protein COQ10,COQ10,YOL008W
729,peptidylprolyl isomerase CPR3,CPR3,YML078W
730,Poc4p,POC4,YPL144W
731,D-tyrosyl-tRNA(Tyr) deacylase,DTD1,YDL219W
732,hypothetical protein,YCR099C,YCR099C
733,mitochondrial 54S ribosomal protein IMG1,IMG1,YCR046C
734,hypothetical protein,YCL001W-A,YCL001W-A
735,RNA-binding protein POP5,POP5,YAL033W
736,F1F0 ATP synthase subunit d,ATP7,YKL016C
737,Cbp4p,CBP4,YGR174C
738,U2-type spliceosomal complex subunit CWC15,CWC15,YDR163W
739,hypothetical protein,YER085C,YER085C
740,ribosomal 40S subunit protein S13,RPS13,YDR064W
741,Alb1p,ALB1,YJL122W
742,Fmp23p,FMP23,YBR047W
743,Bud20p,BUD20,YLR074C
744,Utr5p,UTR5,YEL035C
745,ribonuclease P/MRP protein subunit POP6,POP6,YGR030C
746,Ten1p,TEN1,YLR010C
747,signal recognition particle subunit SRP21,SRP21,YKL122C
748,Irc4p,IRC4,YDR540C
749,ADP-ribose 1''-phosphate phosphatase,POA1,YBR022W
750,Mxr2p,MXR2,YCL033C
751,mitochondrial pyruvate carrier,MPC3,YGR243W
752,hypothetical protein,YLR042C,YLR042C
753,,,YOL160W
754,pheromone-regulated protein PRM7,PRM7,YDL039C
755,Tah1p,TAH1,YCR060W
756,,,YFL019C
757,hypothetical protein,YIL054W,YIL054W
758,Qri5p,QRI5,YLR204W
759,,,YMR193C-A
760,DNA-directed RNA polymerase II core subunit RPB11,RPB11,YOL005C
761,,,YGR164W
762,Rfa3p,RFA3,YJL173C
763,Mix14p,MIX14,YDR031W
764,,,YMR141C
765,mRNA splicing protein SMD2,SMD2,YLR275W
766,U4/U6-U5 snRNP complex subunit LSM6,LSM6,YDR378C
767,Abm1p,ABM1,YJR108W
768,,,YBR209W
769,,,YMR103C
770,,,YPL080C
771,Mim1p,MIM1,YOL026C
772,,,YGR069W
773,,,YMR122C
774,Cnl1p,CNL1,YDR357C
775,Cyb5p,CYB5,YNL111C
776,mitochondrial 37S ribosomal protein RSM27,RSM27,YGR215W
777,mitogen-activated protein kinase kinase STE7,STE7,YDL159W
778,3-keto-steroid reductase,ERG27,YLR100W
779,glyoxylate reductase,YPL113C,YPL113C
780,Sap30p,SAP30,YMR263W
781,S-adenosylmethionine-homocysteine S-methyltransferase SAM4,SAM4,YPL273W
782,Pex14p,PEX14,YGL153W
783,isocitrate dehydrogenase (NAD(+)) IDH2,IDH2,YOR136W
784,Lia1p,LIA1,YJR070C
785,Nsr1p,NSR1,YGR159C
786,hypothetical protein,YHR022C,YHR022C
787,Fit1p,FIT1,YDR534C
788,Far3p,FAR3,YMR052W
789,mannosyltransferase KTR3,KTR3,YBR205W
790,Pet130p,PET130,YJL023C
791,Nop13p,NOP13,YNL175C
792,Plp2p,PLP2,YOR281C
793,ribonucleotide-diphosphate reductase subunit RNR2,RNR2,YJL026W
795,Rsc2p,RSC2,YLR357W
796,ubiquitin-binding protein CUE5,CUE5,YOR042W
797,Jjj1p,JJJ1,YNL227C
798,Ask1p,ASK1,YKL052C
799,hypothetical protein,YPR078C,YPR078C
800,Mpm1p,MPM1,YJL066C
801,phosphopyruvate hydratase ENO2,ENO2,YHR174W
802,gag protein,YJR028W,YJR028W
803,putative aryl-alcohol dehydrogenase,AAD4,YDL243C
804,ribosomal 40S subunit protein S1B,RPS1B,YML063W
805,ribosomal 60S subunit protein L8A,RPL8A,YHL033C
806,hypothetical protein,YPR202W,YPR202W
807,ribosomal 60S subunit protein L4A,RPL4A,YBR031W
808,gag protein,YMR051C,YMR051C
809,Gal11p,GAL11,YOL051W
810,pseudo,FDH2,YPL275W
811,ribosomal 60S subunit protein L2B,RPL2B,YIL018W
812,hypothetical protein,YLR462W,YLR462W
813,putative mannitol dehydrogenase,YNR073C,YNR073C
815,pyridoxine biosynthesis protein SNZ2,SNZ2,YNL333W
816,DUP240 family protein MST28,MST28,YAR033W
817,glutathione-independent methylglyoxalase family protein,SNO4,YMR322C
818,putative pyridoxal 5'-phosphate synthase,SNO3,YFL060C
819,Y' element ATP-dependent helicase,YJL225C,YJL225C
820,gag protein,YBL100W-A,YBL101W-A
821,hypothetical protein,YNL019C,YNL019C
822,,,YNL228W
823,hypothetical protein,YLR464W,YLR464W
824,,,YOL046C
825,,,YOR366W
826,,,YDL041W
827,ribosomal 60S subunit protein L36B,RPL36B,YPL249C-A
828,,,YJL032W
829,,,YJL119C
830,,,YMR326C
831,,,YOR053W
832,,,YDR112W
833,,,YOR135C
834,histone H4,HHF2,YNL030W
835,,,YBR174C
836,,,YLR444C
837,hypothetical protein,YBL112C,YBL112C
838,,,YAR060C
839,,,YBR206W
840,,,YKL111C
841,,,YDL011C
842,,,YDR203W
843,,,YJL202C
844,,,YLR232W
845,pseudo,YIL171W,YIL171W
846,hypothetical protein,YCR041W,YCR041W
847,,,YDR269C
848,hypothetical protein,YMR321C,YMR321C
882,Mds3p,MDS3,YGL197W
883,putative ubiquitin-protein ligase UFD4,UFD4,YKL010C
884,acetyl-CoA carboxylase HFA1,HFA1,YMR207C
885,Blm10p,BLM10,YFL007W
886,Spp41p,SPP41,YDR464W
887,bifunctional ATP-dependent DNA helicase/ssDNA endodeoxyribonuclease DNA2,DNA2,YHR164C
888,phosphatidylinositol-3-/phosphoinositide 5-phosphatase INP52,INP52,YNL106C
889,mRNA-binding translational repressor SSD1,SSD1,YDR293C
890,DNA helicase SRS2,SRS2,YJL092W
891,protein phosphatase regulator GIP3,GIP3,YPL137C
892,carbamoyl-phosphate synthase (glutamine-hydrolyzing) CPA2,CPA2,YJR109C
893,mismatch repair ATPase MSH6,MSH6,YDR097C
894,Pom152p,POM152,YMR129W
895,Rtc1p,RTC1,YOL138C
896,glutamate dehydrogenase (NAD(+)),GDH2,YDL215C
897,Hir3p,HIR3,YJR140C
898,Flo10p,FLO10,YKR102W
899,DNA polymerase epsilon catalytic subunit,POL2,YNL262W
900,Y' element ATP-dependent helicase protein 1 copy 6,YRF1-6,YNL339C
901,putative multidrug transporter NFT1,NFT1,YKR103W
902,type I sorting receptor,PEP1,YBL017C
903,RSC chromatin remodeling complex ATPase subunit STH1,STH1,YIL126W
904,ATP-binding cassette bilirubin transporter BPT1,BPT1,YLL015W
905,Uso1p,USO1,YDL058W
906,Nba1p,NBA1,YOL070C
907,Tgl4p,TGL4,YKR089C
909,adenylosuccinate synthase,ADE12,YNL220W
910,DNA polymerase epsilon noncatalytic subunit,DPB2,YPR175W
911,Srb4p,SRB4,YER022W
912,Bch2p,BCH2,YKR027W
913,Roy1p,ROY1,YMR258C
914,arginine/alanine aminopeptidase,AAP1,YHR047C
915,adenosylhomocysteinase,SAH1,YER043C
916,FG-nucleoporin ASM4,ASM4,YDL088C
917,type 2C protein phosphatase PTC7,PTC7,YHR076W
918,putative DNA-dependent ATPase RAD57,RAD57,YDR004W
919,mRNA-binding protein NAB2,NAB2,YGL122C
920,septin CDC3,CDC3,YLR314C
921,hypothetical protein,YKR023W,YKR023W
922,tRNA dihydrouridine synthase,DUS4,YLR405W
923,DNA topoisomerase 1,TOP1,YOL006C
924,Pex29p,PEX29,YDR479C
925,glucose-induced degradation complex subunit GID7,GID7,YCL039W
926,putative ubiquitin-protein ligase ASI3,ASI3,YNL008C
927,Ume1p,UME1,YPL139C
928,Mdm36p,MDM36,YPR083W
931,biotin synthase,BIO2,YGR286C
932,Hpr1p,HPR1,YDR138W
933,Rab GTPase-activating protein MSB3,MSB3,YNL293W
934,dynamin-like GTPase VPS1,VPS1,YKR001C
935,Yap1801p,YAP1801,YHR161C
936,Taf3p,TAF3,YPL011C
937,hypothetical protein,YKR005C,YKR005C
938,hypothetical protein,YKR018C,YKR018C
939,putative GTPase GPN2,GPN2,YOR262W
940,chromatin-binding protein BDF1,BDF1,YLR399C
941,mannose-ethanolamine phosphotransferase MCD4,MCD4,YKL165C
942,Mrx9p,MRX9,YDL027C
943,Dml1p,DML1,YMR211W
944,Jnm1p,JNM1,YMR294W
945,RuvB family ATP-dependent DNA helicase pontin,RVB1,YDR190C
946,hypothetical protein,YNR029C,YNR029C
947,polynucleotide adenylyltransferase PAP1,PAP1,YKR002W
948,Spc105p,SPC105,YGL093W
949,chromatin-modulating protein MRC1,MRC1,YCL061C
950,mRNA-binding ribosome biosynthesis protein NOP4,NOP4,YPL043W
951,methionine--tRNA ligase MES1,MES1,YGR264C
952,proteasome regulatory particle base subunit RPT5,RPT5,YOR117W
953,hypothetical protein,YML083C,YML083C
955,CCR4-NOT core exoribonuclease subunit CCR4,CCR4,YAL021C
956,Pes4p,PES4,YFR023W
957,3-deoxy-7-phosphoheptulonate synthase ARO3,ARO3,YDR035W
958,methylisocitrate lyase ICL2,ICL2,YPR006C
959,Trm82p,TRM82,YDR165W
960,AAA family ATPase peroxin 1,PEX1,YKL197C
963,mitochondrial 37S ribosomal protein MRP1,MRP1,YDR347W
964,hypothetical protein,YDL183C,YDL183C
965,Erd1p,ERD1,YDR414C
966,type 2C protein phosphatase PTC4,PTC4,YBR125C
967,Zip2p,ZIP2,YGL249W
968,hypothetical protein,YKR070W,YKR070W
969,carbonyl reductase (NADPH-dependent),YGL039W,YGL039W
970,2-aminoadipate transaminase,YER152C,YER152C
971,Sda1p,SDA1,YGR245C
972,porphobilinogen synthase HEM2,HEM2,YGL040C
973,Apm2p,APM2,YHL019C
974,ornithine-oxo-acid transaminase,CAR2,YLR438W
975,hypothetical protein,YGL138C,YGL138C
976,tRNA (guanine) methyltransferase,TRM5,YHR070W
977,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH1,TDH1,YJL052W
978,guanine nucleotide exchange factor GET3,GET3,YDL100C
979,mitogen-activated protein kinase kinase kinase SSK1,SSK1,YLR006C
980,glycogen (starch) synthase GSY1,GSY1,YFR015C
981,guanine nucleotide-binding protein subunit alpha,GPA1,YHR005C
982,Git1p,GIT1,YCR098C
983,drug-responsive transcription factor PDR3,PDR3,YBL005W
984,hexose transporter HXT3,HXT3,YDR345C
985,Mcp2p,MCP2,YLR253W
986,Msp1p,MSP1,YGR028W
987,hypothetical protein,YIL067C,YIL067C
988,Cdc40p,CDC40,YDR364C
989,organic acid transporter,YMC2,YBR104W
991,Stb1p,STB1,YNL309W
992,carboxylesterase-mitochondrial 37S ribosomal protein YmS2,PPE1,YHR075C
993,protein kinase HAL5,HAL5,YJL165C
994,Vps52p,VPS52,YDR484W
995,Abp1p,ABP1,YCR088W
996,Pea2p,PEA2,YER149C
997,Nop8p,NOP8,YOL144W
998,transcription regulator GAL80,GAL80,YML051W
999,"phosphatidylinositol-3,5-bisphosphate 5-phosphatase",FIG4,YNL325C
1000,Ptr3p,PTR3,YFR029W
1001,Mit1p,MIT1,YEL007W
1002,Ubx6p,UBX6,YJL048C
1004,ubiquitin-ubiquitin ligase BUL1,BUL1,YMR275C
1005,retromer subunit PEP8,PEP8,YJL053W
1006,hypothetical protein,YDL144C,YDL144C
1007,lysophospholipase,PLB2,YMR006C
1008,Lam6p,LAM6,YLR072W
1009,hypothetical protein,YFL040W,YFL040W
1010,lipid-binding protein LSP1,LSP1,YPL004C
1012,transcription factor TFIIIC subunit TFC6,TFC6,YDR362C
1013,2-isopropylmalate synthase LEU4,LEU4,YNL104C
1014,SCF ubiquitin ligase complex subunit MDM30,MDM30,YLR368W
1015,putative serine/threonine protein kinase KSP1,KSP1,YHR082C
1016,adenyl-nucleotide exchange factor SSE1,SSE1,YPL106C
1017,Oaf3p,OAF3,YKR064W
1018,chromatin-binding transcription regulator ADA2,ADA2,YDR448W
1019,hypothetical protein,YNL234W,YNL234W
1020,Golgi transport complex subunit COG5,COG5,YNL051W
1021,Vps53p,VPS53,YJL029C
1022,Apm1p,APM1,YPL259C
1023,acetyltransferase,AYT1,YLL063C
1024,Skg6p,SKG6,YHR149C
1025,Egt2p,EGT2,YNL327W
1026,Spc42p,SPC42,YKL042W
1027,transcription factor TFIIIC subunit TFC4,TFC4,YGR047C
1028,lysophospholipid acyltransferase,ALE1,YOR175C
1029,Rtg2p,RTG2,YGL252C
1030,Pnt1p,PNT1,YOR266W
1031,mannose-ethanolamine phosphotransferase LAS21,LAS21,YJL062W
1032,t-SNARE syntaxin,SED5,YLR026C
1033,mismatch repair ATPase MSH1,MSH1,YHR120W
1034,dolichyl-phosphate-mannose-protein mannosyltransferase PMT2,PMT2,YAL023C
1035,casein kinase 2 catalytic subunit CKA1,CKA1,YIL035C
1036,hypothetical protein,YPL109C,YPL109C
1037,tRNA dihydrouridine synthase DUS3,DUS3,YLR401C
1038,alcohol dehydrogenase ADH3,ADH3,YMR083W
1039,Ssp1p,SSP1,YHR184W
1040,serine/threonine protein kinase CDC15,CDC15,YAR019C
1041,linker nucleoporin NUP82,NUP82,YJL061W
1042,cystathionine gamma-lyase CYS3,CYS3,YAL012W
1043,Rad2 family nuclease EXO1,EXO1,YOR033C
1044,lysine--tRNA ligase MSK1,MSK1,YNL073W
1047,Lst4p,LST4,YKL176C
1048,U5 snRNP complex subunit AAR2,AAR2,YBL074C
1049,actin-binding protein LAS17,LAS17,YOR181W
1050,chaperonin-containing T-complex subunit CCT5,CCT5,YJR064W
1051,UDP-glucose:hexose-1-phosphate uridylyltransferase,GAL7,YBR018C
1052,"bifunctional (2E,6E)-farnesyl diphosphate synthase/dimethylallyltranstransferase",ERG20,YJL167W
1053,pyruvate kinase CDC19,CDC19,YAL038W
1054,protein-lysine N-methyltransferase,EFM1,YHL039W
1055,uridine kinase URK1,URK1,YNR012W
1056,hypothetical protein,YKL077W,YKL077W
1057,putative dolichyl-phosphate-mannose-protein mannosyltransferase PMT5,PMT5,YDL093W
1059,snoRNA-binding rRNA-processing protein ENP1,ENP1,YBR247C
1060,"alpha-1,3-mannosyltransferase MNT3",MNT3,YIL014W
1061,putative aminophospholipid translocase regulatory protein,YNR048W,YNR048W
1062,bifunctional anthranilate synthase/indole-3-glycerol-phosphate synthase,TRP3,YKL211C
1063,Urc2p,URC2,YDR520C
1064,Pdr8p,PDR8,YLR266C
1065,Rmd1p,RMD1,YDL001W
1066,chaperonin-containing T-complex subunit CCT7,CCT7,YJL111W
1067,Sog2p,SOG2,YOR353C
1068,Sir1p,SIR1,YKR101W
1069,protein kinase COQ8,COQ8,YGL119W
1070,Mpa43p,MPA43,YNL249C
1071,Sok1p,SOK1,YDR006C
1072,fumarate reductase,OSM1,YJR051W
1073,Rrn6p,RRN6,YBL014C
1074,Rsc4p,RSC4,YKR008W
1075,Ibd2p,IBD2,YNL164C
1076,sulfite reductase subunit alpha,MET10,YFR030W
1078,putative acid phosphatase DIA3,DIA3,YDL024C
1079,putative protein phosphatase regulator PIG2,PIG2,YIL045W
1080,putative ferric-chelate reductase,FRE6,YLL051C
1081,Gcr2p,GCR2,YNL199C
1082,Hnm1p,HNM1,YGL077C
1083,putative asparagine synthase,YML096W,YML096W
1084,Tsr1p,TSR1,YDL060W
1085,DNA polymerase delta subunit POL32,POL32,YJR043C
1086,S-adenosylmethionine-dependent methyltransferase,RKM5,YLR137W
1087,succinate--CoA ligase (GDP-forming) subunit alpha,LSC1,YOR142W
1088,NAD+ transporter,YIA6,YIL006W
1089,aminodeoxychorismate lyase ABZ2,ABZ2,YMR289W
1090,ubiquitin-specific protease DOA4,DOA4,YDR069C
1091,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase ADE16,ADE16,YLR028C
1092,8-oxo-dGTP diphosphatase,PCD1,YLR151C
1093,tRNA dimethylallyltransferase,MOD5,YOR274W
1095,sterol acyltransferase,ARE2,YNR019W
1096,iron-sulfur cluster assembly protein CIA1,CIA1,YDR267C
1097,Yhm2p,YHM2,YMR241W
1098,CCR4-NOT core ubiquitin-protein ligase subunit MOT2,MOT2,YER068W
1099,palmitoyltransferase ERF2,ERF2,YLR246W
1101,snoRNA-binding rRNA-processing protein PWP2,PWP2,YCR057C
1102,ribonucleotide-diphosphate reductase subunit RNR3,RNR3,YIL066C
1103,Csr1p,CSR1,YLR380W
1104,AMP-activated serine/threonine-protein kinase regulatory subunit SNF4,SNF4,YGL115W
1105,Imh1p,IMH1,YLR309C
1106,Atg34p,ATG34,YOL083W
1107,Smc5-Smc6 complex subunit NSE4,NSE4,YDL105W
1108,Mrs1p,MRS1,YIR021W
1109,hypothetical protein,YML002W,YML002W
1110,dolichyl-phosphate-mannose-protein mannosyltransferase PMT6,PMT6,YGR199W
1111,Pdp3p,PDP3,YLR455W
1112,Ufe1p,UFE1,YOR075W
1113,tRNA (guanine26-N2)-dimethyltransferase,TRM1,YDR120C
1115,Sov1p,SOV1,YMR066W
1116,arginine--tRNA ligase MSR1,MSR1,YHR091C
1117,dihydroxyacetone kinase,DAK1,YML070W
1119,putative aspartic endopeptidase,YPS7,YDR349C
1120,Sap185p,SAP185,YJL098W
1121,Epo1p,EPO1,YMR124W
1123,putative aryl-alcohol dehydrogenase,AAD10,YJR155W
1124,phosphatidylinositol N-acetylglucosaminyltransferase,GPI2,YPL076W
1125,Yft2p,YFT2,YDR319C
1126,hypothetical protein,YJR011C,YJR011C
1127,U2 snRNP complex subunit CUS2,CUS2,YNL286W
1128,Hmx1p,HMX1,YLR205C
1129,proteasome core particle subunit beta 2,PUP1,YOR157C
1130,2-deoxyglucose-6-phosphatase,DOG2,YHR043C
1131,hypothetical protein,YNL050C,YNL050C
1132,triose-phosphate isomerase TPI1,TPI1,YDR050C
1133,phosphomannomutase SEC53,SEC53,YFL045C
1134,phosphatidylinositol-3-phosphate-binding ubiquitin-protein ligase,PIB1,YDR313C
1135,Med4p,MED4,YOR174W
1136,pseudouridine synthase PUS5,PUS5,YLR165C
1137,Rmi1p,RMI1,YPL024W
1138,putative serine hydrolase,FSH3,YOR280C
1139,6-phosphogluconolactonase SOL4,SOL4,YGR248W
1140,Fin1p,FIN1,YDR130C
1141,Rts3p,RTS3,YGR161C
1142,putative hydrolase,NIT3,YLR351C
1143,cardiolipin synthase,CRD1,YDL142C
1144,Rrp1p,RRP1,YDR087C
1145,sepiapterin reductase family protein IRC24,IRC24,YIR036C
1146,Jlp2p,JLP2,YMR132C
1147,ESCRT-I subunit protein VPS28,VPS28,YPL065W
1148,riboflavin kinase,FMN1,YDR236C
1149,hypothetical protein,YNL208W,YNL208W
1150,ESCRT-II subunit protein SNF8,SNF8,YPL002C
1151,type I HSP40 co-chaperone HLJ1,HLJ1,YMR161W
1152,proteasome core particle subunit alpha 6,PRE5,YMR314W
1153,glutathione-independent methylglyoxalase,HSP31,YDR533C
1154,Mic26p,MIC26,YGR235C
1155,Rim9p,RIM9,YMR063W
1156,pyridoxal 5'-phosphate synthase,YLR456W,YLR456W
1157,hypothetical protein,YLR179C,YLR179C
1158,protein transporter TIM23,TIM23,YNR017W
1159,Rts2p,RTS2,YOR077W
1160,hypothetical protein,YIL152W,YIL152W
1162,Sop4p,SOP4,YJL192C
1163,Spo19p,SPO19,YPL130W
1164,hypothetical protein,YOR111W,YOR111W
1165,putative pyridoxal 5'-phosphate synthase,SNO1,YMR095C
1166,Atg29p,ATG29,YPL166W
1167,Fcf2p,FCF2,YLR051C
1168,Cue1p,CUE1,YMR264W
1169,Glc8p,GLC8,YMR311C
1170,,,YDR136C
1171,telomerase subunit EST3,EST3,YIL009C-A
1172,Arf family GTPase ARL1,ARL1,YBR164C
1173,hypothetical protein,YJR115W,YJR115W
1174,holo-[acyl-carrier-protein] synthase,PPT2,YPL148C
1175,Sdc1p,SDC1,YDR469W
1176,Csm1p,CSM1,YCR086W
1177,TRAPP subunit TRS20,TRS20,YBR254C
1178,hypothetical protein,YCR101C,YCR101C
1179,protein retrieval receptor,RER1,YCL001W
1180,Meh1p,MEH1,YKR007W
1181,Ump1p,UMP1,YBR173C
1182,low-affinity Cu transporter,CTR2,YHR175W
1183,Ndl1p,NDL1,YLR254C
1184,U2-type spliceosomal complex subunit CWC25,CWC25,YNL245C
1185,Tma20p,TMA20,YER007C-A
1186,Ups3p,UPS3,YDR185C
1187,hypothetical protein,YKL070W,YKL070W
1188,,,YPL025C
1189,Scm4p,SCM4,YGR049W
1190,mitochondrial 37S ribosomal protein MRP21,MRP21,YBL090W
1191,ubiquitin-protein transferase activating protein PEX22,PEX22,YAL055W
1192,hypothetical protein,YLR050C,YLR050C
1193,Jjj3p,JJJ3,YJR097W
1194,tubulin-binding prefolding complex subunit GIM4,GIM4,YEL003W
1195,Cue4p,CUE4,YML101C
1196,RNA binding protein SNU13,SNU13,YEL026W
1197,Ctf8p,CTF8,YHR191C
1198,mitochondrial 54S ribosomal protein YmL31,MRPL31,YKL138C
1199,peptidylprolyl isomerase FPR1,FPR1,YNL135C
1200,Sdh7p,SDH7,YDR511W
1201,pheromone-regulated protein PRM3,PRM3,YPL192C
1202,,,YIL032C
1203,,,YDL071C
1204,,,YER135C
1205,,,YJL215C
1206,Dad2p,DAD2,YKR083C
1207,hypothetical protein,YDR286C,YDR286C
1208,Icy1p,ICY1,YMR195W
1209,Ies4p,IES4,YOR189W
1210,prefolding complex chaperone subunit,PFD1,YJL179W
1211,,,YBR292C
1212,Ran GTPase-binding protein NTF2,NTF2,YER009W
1213,,,YDR274C
1214,Bsc4p,BSC4,YNL269W
1215,cytochrome c oxidase subunit VIa,COX13,YGL191W
1216,tubulin-binding prefolding complex subunit GIM3,GIM3,YNL153C
1217,,,YEL008W
1218,Tir4p,TIR4,YOR009W
1219,serine/threonine protein kinase,KCC4,YCL024W
1220,Rco1p,RCO1,YMR075W
1221,chromatin-silencing protein SIR4,SIR4,YDR227W
1222,CCR4-NOT core subunit CAF130,CAF130,YGR134W
1223,Hxt14p,HXT14,YNL318C
1224,Sas3p,SAS3,YBL052C
1225,adenylate cyclase,CYR1,YJL005W
1226,gag-pol fusion protein,YIL082W-A,YIL082W-A
1227,hypothetical protein,YBR220C,YBR220C
1228,hypothetical protein,YKL075C,YKL075C
1229,mRNA-binding protein NPL3,NPL3,YDR432W
1230,calnexin,CNE1,YAL058W
1231,Wsc2p,WSC2,YNL283C
1232,Ca(2+)/Mn(2+)-transporting P-type ATPase PMR1,PMR1,YGL167C
1233,Vps64p,VPS64,YDR200C
1234,Skt5p,SKT5,YBL061C
1235,Mrm1p,MRM1,YOR201C
1236,Snx41p,SNX41,YDR425W
1237,DNA topoisomerase 3,TOP3,YLR234W
1239,karyopherin MSN5,MSN5,YDR335W
1240,translation initiation factor eIF5,TIF5,YPR041W
1241,Dia1p,DIA1,YMR316W
1243,translation initiation factor eIF4A,TIF1,YKR059W
1244,asparaginase ASP3-1,ASP3-1,YLR155C
1245,gag protein,YBL005W-A,YBL005W-A
1246,Cos7p,COS7,YDL248W
1247,4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase,THI12,YNL332W
1248,Y' element ATP-dependent helicase,YLL066C,YLL066C
1249,hexose transporter HXT16,HXT16,YJR158W
1250,asparaginase ASP3-3,ASP3-3,YLR158C
1251,gag protein,YDR170W-A,YDR170W-A
